y,YOH
0.0022348810814714903, -1.5134480671084513e-7
0.006532527135149707, -1.5134480671084513e-7
0.01598734845324179, -1.5134480671084513e-7
0.021144523717655683, -1.5134480671084513e-7
0.029739815825012117, -1.5134480671084513e-7
0.03489699108942598, -1.5134480671084513e-7
0.04521134161825374, -1.5134480671084513e-7
0.05036851688266761, -1.5134480671084513e-7
0.05896380899002404, -1.5134480671084513e-7
0.06412098425443793, -1.5134480671084513e-7
0.07443533478326567, -1.5134480671084513e-7
0.07959251004767953, -1.5134480671084513e-7
0.08990686057650726, -1.5134480671084513e-7
0.09506403584092113, -1.5134480671084513e-7
0.10365932794827759, -1.5134480671084513e-7
0.10881650321269146, -1.5134480671084513e-7
0.11913085374151924, -1.5134480671084513e-7
0.12342676687340162, 0.0000019512669722390567
0.13287638942610622, 0.000008259102309089196
0.13803356469052006, 0.000008259102309089196
0.14834213881336164, 0.00001526780823892307
0.15349815879657833, 0.00001666954942488967
0.16208305337315973, 0.000029285220098590383
0.167232141669193, 0.00003909740840035746
0.17580894927739385, 0.00006152526737582525
0.18009504251909983, 0.00007554267923549256
0.1878065445105789, 0.00010497924414079379
0.1912307979791548, 0.00012180013837239474
0.19635793593244075, 0.0001582454092075294
0.20063709748696343, 0.00018067326818299763
0.20404228881578504, 0.00022062289198304923
0.20745961059717757, 0.00024585423333045066
0.21115246694410836, 0.00028440211594453566
0.21342259449665615, 0.0003110351984779037
0.21625534399225257, 0.0003502839516849724
0.21852431626360322, 0.0003783187754043066
0.22107171130348505, 0.00041616578742540876
0.22276997466340628, 0.00044139712877280975
0.2261665013832487, 0.0004918598114676122
0.227008701376026, 0.0005128859292571133
0.2295508976505203, 0.0005570407766150652
0.23124742808864576, 0.0005843747297414165
0.23293529391779197, 0.0006222217417625182
0.23463009143412153, 0.0006516583066678197
0.23631449141967606, 0.0006937105422468216
0.23801275477959724, 0.0007189418835942228
0.2396936889215601, 0.000765199342731125
0.24138848643788965, 0.0007946359076364264
0.2430694205798525, 0.0008408933667733286
0.24559602055818433, 0.0009039717201418315
0.24672473028787348, 0.0009249978379313327
0.24811742177112864, 0.0009733579088471848
0.24895442299851836, 0.0010006918619735361
0.25148968758582935, 0.0010532571564472887
0.25233015465681075, 0.0010763858860157397
0.25401455464236533, 0.0011184381215947417
0.25485155586975505, 0.001145772074721093
0.25653595585530964, 0.001187824310300095
0.25737642292629104, 0.001210953039868546
0.25905735706825384, 0.0012572104990054482
0.2598960912174395, 0.0012824418403528494
0.26157875828119814, 0.0013265966877108015
0.2632718228757318, 0.001358135864395053
0.26494582533051136, 0.0014128037706477557
0.2666198277852908, 0.0014674716769004581
0.2683128923798246, 0.0014990108535847097
0.26999209359999166, 0.001547370924500562
0.27251869357832337, 0.001610449277869065
0.27335742772750904, 0.0016356806192164661
0.2750400947912677, 0.0016798354665744182
0.27673315938580134, 0.0017113746432586697
0.2784123606059684, 0.001759734714174522
0.2792528276769498, 0.0017828634437429731
0.28178982518605666, 0.0018333261264377753
0.28517248853153243, 0.0019006097033641787
0.2885586177205999, 0.001963688056732682
0.29025688108052106, 0.001988919398080083
0.2927973444332196, 0.002035176857216985
0.29449560779314077, 0.002060408198564386
0.29704300283302276, 0.002098255210585488
0.3004603246144152, 0.002123486551932889
0.3047267780757683, 0.002161333563953991
0.30901056075507993, 0.0021781544581855918
0.3167417025269117, 0.0021837614229294586
0.32191274116569235, 0.002166940528697858
0.3262410021710971, 0.0021297943872697397
0.3288374966618609, 0.002108067398887255
0.3331778881198365, 0.002056202975006486
0.33491427575926613, 0.002035176857216985
0.3366645267730626, 0.0019973298451958833
0.3384043802560839, 0.0019720985038484823
0.3416033538912009, 0.001914627115223846
0.34276787733800396, 0.0018921992562483782
0.3450969242316102, 0.0018473435382974429
0.3462614476784134, 0.001824915679321975
0.34888162543372037, 0.0017744529966271726
0.34976194970600616, 0.0017492216552797714
0.3515087348762108, 0.00171557986681657
0.35238732622670066, 0.0016924511372481189
0.3541462418494763, 0.0016440910663322666
0.35588782825429344, 0.0016167571132059153
0.35736369998374884, 0.0015641918187321627
0.35852706814935476, 0.0015431657009426618
0.3602773191631511, 0.00150531868892156
0.3611593763572326, 0.0014779847357952087
0.3629165590582123, 0.0014317272766583065
0.3637986162522939, 0.0014043933235319552
0.36555233310968194, 0.0013623410879529533
0.3664309244601718, 0.0013392123583845022
0.3681898400829474, 0.00129085228746865
0.36993142648776456, 0.0012635183343422986
0.3714096087796144, 0.0012081495574966126
0.37257413222641755, 0.0011857216985211448
0.3743209173966222, 0.0011520799100579434
0.3752047075124997, 0.001122643345152642
0.37696535605707104, 0.0010721806624578395
0.3778456803293567, 0.0010469493211104383
0.37959593134315306, 0.0010091023090893366
0.3804779885372346, 0.0009817683559629853
0.38223517123821427, 0.0009355108968260831
0.3831137625887042, 0.000912382167257632
0.3854532070130855, 0.0008549107786329959
0.38661773045988856, 0.0008324829196575281
0.38836451563009333, 0.0007988411311943267
0.3892431069805832, 0.0007757124016258756
0.3918650176576861, 0.000723147107152123
0.39274360900817595, 0.000700018377583672
0.3944955929437681, 0.0006600687537836201
0.3962371793485854, 0.0006327348006572688
0.39798916328417755, 0.000592785176857217
0.4000178370665053, 0.0005647503531378824
0.40292799040231575, 0.0005100824468851797
0.40409251384911904, 0.0004876545879097119
0.40670402699544683, 0.0004477049641096599
0.40844388047846814, 0.0004224736227622589
0.411921854522715, 0.0003741135518464068
0.4136599750839405, 0.0003509848222779557
0.41713275036279984, 0.00030893258669895335
0.4188708709240253, 0.00028580385713050226
0.422340180359293, 0.00024795684510940056
0.4257973593419898, 0.00022482811554094947
0.42926493585546166, 0.00018908371529879767
0.43272038191636264, 0.00016805759750929692
0.43876943426503445, 0.00012880884430222818
0.4430832542554738, 0.00010918446769869403
0.44912537491696236, 0.00007834616160742576
0.45429525827454564, 0.00006292700856179185
0.46290787959986046, 0.000041900890772291095
0.46721419026251787, 0.000031387831877540285
0.4766788314707864, 0.000019473031796822873
0.4818394725787919, 0.00001526780823892307
0.49044054109213453, 0.000008259102309089196
0.49559771635654837, 0.000008259102309089196
0.5059155327289678, 0.000004053878751188959
0.5110761738369733, -1.5134480671084513e-7
0.5196714659443298, -1.5134480671084513e-7
