y,YOH
0.5248286412087437, -1.5134480671084513e-7
0.5351429917375714, -1.5134480671084513e-7
0.5403001670019854, -1.5134480671084513e-7
0.5488954591093418, -1.5134480671084513e-7
0.5540526343737556, -1.5134480671084513e-7
0.5643669849025834, -1.5134480671084513e-7
0.5695241601669973, -1.5134480671084513e-7
0.579838510695825, -1.5134480671084513e-7
0.5849956859602389, -1.5134480671084513e-7
0.5935909780675953, -1.5134480671084513e-7
0.5987481533320091, -1.5134480671084513e-7
0.6090625038608369, -1.5134480671084513e-7
0.6142196791252508, -1.5134480671084513e-7
0.6228149712326072, -1.5134480671084513e-7
0.6262530880755498, -1.5134480671084513e-7
