t,temp
0.006593394378667683, 1630.601941747573
0.006682854284608353, 1641.265562535694
0.0067723141905489115, 1651.929183323815
0.006861774096489581, 1662.5928041119362
0.00695123400243014, 1673.2564249000573
0.00704069390837081, 1683.9200456881783
0.0071301538143113685, 1694.5836664762994
0.007219613720252038, 1705.2472872644205
0.007309073626192597, 1715.9109080525416
0.007398533532133267, 1726.5745288406627
0.0074879934380738256, 1737.2381496287837
0.007577453344014495, 1747.9017704169048
0.007666913249955054, 1758.565391205026
0.007756373155895724, 1769.229011993147
0.007845833061836283, 1779.892632781268
0.007935292967776952, 1790.5562535693891
0.008024752873717511, 1801.2198743575102
0.008114212779658181, 1811.883495145631
0.00820367268559874, 1822.5471159337521
0.00829313259153941, 1833.2107367218732
0.008382592497479968, 1843.8743575099943
0.008472052403420638, 1854.5379782981154
0.008561512309361197, 1865.2015990862365
0.008650972215301755, 1875.8652198743575
0.008740432121242425, 1886.5288406624786
0.008829892027182984, 1897.1924614505997
0.008919351933123654, 1907.8560822387208
0.009046086799872843, 1556.8452312964023
0.009128091713651698, 1566.6202170188465
0.009217551619592368, 1577.2838378069675
0.009307011525532927, 1587.9474585950886
0.009396471431473596, 1598.6110793832097
0.009485931337414155, 1609.2747001713308
0.009575391243354825, 1619.9383209594519
0.011662789048635713, 1502.6384922901202
0.011752248954576383, 1513.3021130782413
0.011841708860516942, 1523.9657338663624
0.011931168766457612, 1534.6293546544834
0.01202062867239817, 1545.2929754426045
0.014383861187662661, 1460.8726442033126
0.014465866101441627, 1470.6476299257567
0.014555326007382186, 1481.3112507138778
0.014644785913322855, 1491.9748715019991
0.01717948324830687, 1427.9931467732727
0.01726894315424743, 1438.6567675613935
0.0173584030601881, 1449.3203883495146
0.018928921408923327, 1392.4477441462022
0.020057110222729935, 1404.888635065677
0.020146570128670604, 1415.552255853798
0.02284527729121244, 1371.12050256996
0.022934737197153, 1381.7841233580812
0.025745269242120616, 1350.6818960593948
0.02582727415589947, 1360.456881781839
0.03478320473950969, 1329.6508661717114
0.036405908033376955, 1340.0182752712738
0.04421128482669534, 1355.1250713877785
0.04532953365095305, 1366.3811155530175
0.047506391362174716, 1381.7841233580812
0.047595851268115386, 1392.4477441462022
0.05073440296819853, 1400.445459737293
0.05186010678461783, 1412.5901389682087
0.0540369644958395, 1427.9931467732727
0.05412642440178006, 1438.6567675613935
0.05727243109402491, 1447.5431182181612
0.05841055989738053, 1461.1688558918713
0.0605973575981511, 1477.7567104511709
0.06068681750409166, 1488.420331239292
0.06382536920417481, 1496.4180468303828
0.06495107302059422, 1508.5627260612985
0.06712793073181578, 1523.9657338663624
0.07029630240054585, 1535.5179897201601
0.0703783073143247, 1545.2929754426045
0.07353922399089319, 1555.9565962307254
0.07362868389683375, 1566.6202170188465
0.07780347950739563, 1576.098991052732
0.0799803372186173, 1591.5019988577956
0.08414519283963018, 1599.7959261374453
0.08630217057175393, 1612.8292404340377
0.08946308724832219, 1623.4928612221588
0.09262400392489056, 1634.15648201028
0.09680873952500135, 1644.820102798401
0.10309081291994227, 1661.4079573577005
0.10835403738611504, 1678.5882352941178
0.11461623080195793, 1692.8063963449458
0.12087842421780082, 1707.024557395774
0.1271331626414821, 1720.3540833809252
0.13336553608867807, 1731.0177041690463
0.13959790953587414, 1741.6813249571674
0.1458377379752318, 1753.2335808109653
0.152070111422428, 1763.8972015990864
0.15830248486962395, 1774.5608223872075
0.16452740332465832, 1784.3358081096517
0.17179602068233302, 1796.4804873405674
0.18004124201319294, 1802.9971444888638
0.1832021586897613, 1813.6607652769849
0.1925208988919085, 1826.1016561964593
0.20183963909405567, 1838.5425471159338
