y,YO2
0.006438111624905887, 0.0008414303836777881
0.014469943004624147, 0.0013907088112984356
0.021246800731261395, 0.003697200879559215
0.03203957414775779, 0.006118085097032766
0.04026662365128866, 0.008558395443678812
0.048103236907194286, 0.01110554950077347
0.059147005054306895, 0.01584941024469133
0.06774927900360739, 0.020089745720458685
0.0742066888912786, 0.023208805020390966
0.08324249919346163, 0.028875795422584727
0.09177632003441227, 0.03437183588806075
0.09880417249166573, 0.039363574040219396
0.10708699860200019, 0.04560666572915206
0.11587181417356701, 0.05330026763113488
0.12292755493422228, 0.05956985656025876
0.12791956124314438, 0.06400087891998313
0.13544940316163023, 0.07194235823020673
0.14423421873319708, 0.08131468851075802
0.15301903430476393, 0.09090497996062441
0.16155285514571455, 0.10043116518422163
0.1703376707172814, 0.11013000984390386
0.1791224862888482, 0.11971431804598515
0.18815829659103123, 0.12903536334552107
0.19769609635444668, 0.13809998373998034
0.20512554038068603, 0.1446003550836732
0.21124981180772123, 0.14931857333708343
0.21953263791805566, 0.1550966811981438
0.22982342187331967, 0.1615756837997469
0.2384576406065168, 0.16583233722401916
0.24488310571029137, 0.16865301117986223
0.25542488439617156, 0.17266606094431167
0.26365193389970243, 0.17506363380677828
0.27148854715560805, 0.17690989312333014
0.28353629422518545, 0.17916643228800458
0.2912454180941115, 0.18013352050143647
0.29959995698462194, 0.18089730039727187
0.3092453259183014, 0.18136436004580433
0.31516163028282607, 0.181422971452679
0.3272093773524034, 0.18111526156658703
0.33491850122132943, 0.18051449464612176
0.3432730401118399, 0.17957671213612714
0.3528108398752553, 0.17796123523414434
0.358834713410044, 0.17685128171645545
0.3698784815571566, 0.17392254297918722
0.37810553106068745, 0.1712115618994047
0.3856911495859769, 0.16845812825200396
0.39648392300247326, 0.16322962443749126
0.40508619695177384, 0.15846594904181743
0.4118782664802665, 0.15403679159049366
0.42057941714162805, 0.14784413013289271
0.43016151009279924, 0.1396537247299427
0.437284510879306, 0.13296436272441758
0.4419139692440046, 0.12904391084235695
0.44919281643187425, 0.12120158249542967
0.4579776320034411, 0.1116890732667698
0.46676244757500795, 0.10207228457671214
0.4752962684159586, 0.0925332781078611
0.4840810839875255, 0.08283272394881175
0.4928658995590923, 0.07341680143439744
0.5019017098612754, 0.06418550485163832
0.5090690038355378, 0.05729052407068863
0.5136984622002365, 0.05350683213800217
0.5214792988493385, 0.04656911387287305
0.5298123239057961, 0.03997899381240333
0.5360369932250778, 0.035602675432428676
0.5445708140660285, 0.0300681712311911
0.5546106032906764, 0.023798582302067217
0.5632448220238735, 0.019321403459429065
0.569670287127648, 0.01630242757699335
0.5797100763522959, 0.011900466706511015
0.5879371258558267, 0.009014261941592883
0.5955227443811161, 0.006671108142314752
0.6073194967200773, 0.003887188422866006
0.6150286205890033, 0.0026874861884002565
0.622379180557049, 0.0019255378990296612
