y,uy
0.030786719820605768, 0.01521739130434785
0.05981028517390197, -0.035128458498023596
0.06014070410093231, -0.01975296442687735
0.06045735557266951, -0.0050181159420288335
0.06701754801975168, -0.05338685770750984
0.0738530895726921, -0.08894268774703551
0.07418350849972244, -0.07356719367588926
0.0809983988697236, -0.11008399209486153
0.0878132892397252, -0.1466007905138339
0.08814370816675554, -0.13122529644268766
0.0949585985367567, -0.16774209486166003
0.10177348890675786, -0.2042588932806323
0.1021039078337882, -0.18888339920948605
0.10635805151930411, -0.22668148880105377
0.11560978147615408, -0.26768280632411057
0.11606410750082086, -0.24654150197628444
0.12975584178964183, -0.3166921936758893
0.13018951663136935, -0.2965118577075099
0.1305199355583997, -0.2811363636363635
0.14439753049367487, -0.3426383399209485
0.14472794942070522, -0.32726284584980236
0.15154283979070637, -0.3637796442687746
0.15868814908773832, -0.38492094861660076
0.16593671429946655, -0.4012574110671936
0.17302007004768027, -0.4252816205533596
0.187930224129925, -0.43873517786561256
0.19507553342695694, -0.4598764822134387
0.2097585244968685, -0.4839006916996047
0.22452412029853797, -0.5040810276679841
0.23935166964902566, -0.5213784584980237
0.2542411725483311, -0.5357929841897233
0.2994259608197334, -0.555012351778656
0.36007848511274476, -0.5617391304347825
0.4210820795157253, -0.5521294466403162
0.4822095810163427, -0.5367539525691698
0.5433061057425506, -0.5228199110671936
0.6043510025114105, -0.5112882905138338
0.6653132945485125, -0.5036005434782609
0.7262136330367963, -0.4987957015810276
0.7870520179762623, -0.4968737648221342
0.8479007285071973, -0.49447134387351777
0.9086978110807844, -0.49447134387351777
0.9694432656970227, -0.4968737648221342
1.03021969708767, -0.4978347332015809
1.0910064540697872, -0.49831521739130435
1.1518035366433743, -0.49831521739130435
1.212590293625491, -0.4987957015810276
1.27331509705879, -0.5021590909090907
1.334122505223847, -0.5016786067193675
1.3949918669377217, -0.49831521739130435
1.4557992751027782, -0.4978347332015809
1.5166789624081227, -0.4939908596837943
1.5775793008964065, -0.48918601778656123
1.6385312673420387, -0.4819787549407113
1.6995658385194288, -0.470927618577075
1.7606004096968184, -0.4598764822134387
1.8217279111974358, -0.44450098814229233
1.8752420099210618, -0.4297661396574439
1.9287836435552737, -0.41374999999999984
1.9899111450558915, -0.3983745059288537
2.051007669782099, -0.3844404644268773
2.1120215897765493, -0.3743502964426877
2.172932253856303, -0.36906497035573116
2.2337499876128297, -0.36810400197628446
2.294454139863188, -0.3724283596837943
2.3551376409306086, -0.3777136857707508
2.415821141998029, -0.38299901185770735
2.4765252942483893, -0.3873233695652174
2.5372500976816883, -0.39068675889328053
2.598078157029683, -0.3892453063241106
2.6589268675606195, -0.38684288537549394
2.7197962292744937, -0.3834794960474308
2.7806036374395506, -0.38299901185770735
2.8414213711960765, -0.38203804347826087
2.90235268645877, -0.37579174901185763
2.948229289358642, -0.3628186758893279
2.978958249572466, -0.3474431818181818
2.9944879391428922, -0.33206768774703543
3.0101002334450775, -0.3128483201581027
3.02577448129608, -0.2907460474308299
3.0440576619250934, -0.26512022397891943
3.0573088376445408, -0.23789278656126478
3.065300845442087, -0.21963438735177854
3.0732722020566947, -0.202336956521739
3.0811609539395444, -0.18888339920948605
3.089194264102971, -0.16870306324110662
3.0971862719005174, -0.1504446640316205
3.105240233246883, -0.12930335968379436
3.1132941945932475, -0.10816205533596834
3.123853832802926, -0.08830204216073778
3.1294021172859776, -0.06587944664031609
3.137373473900585, -0.048582015810276546
3.145262225783435, -0.035128458498023596
3.1455926447104656, -0.01975296442687735
3.1560972130989735, -0.002455533596837811
3.161617962671438, 0.018685770750988207
3.1696719240178033, 0.039827075098814335
3.177725885364169, 0.060968379446640464
3.1857798467105343, 0.08210968379446648
3.193833808056899, 0.10325098814229261
3.2018877694032644, 0.12439229249011863
3.209941730749629, 0.14553359683794476
3.217954389730115, 0.1647529644268776
3.225884443978844, 0.18012845849802384
3.23389710295933, 0.19934782608695656
3.2418271572080584, 0.21472332015810291
3.249881118554424, 0.23586462450592893
3.265658622320124, 0.26277173913043483
3.2814154749028845, 0.28871788537549414
3.2970484203880086, 0.3088982213438736
3.3125987611413747, 0.3252346837944665
3.3281904042606194, 0.34349308300395265
3.359001969206202, 0.3627124505928855
3.404899223289013, 0.37664649209486173
3.4658098873687666, 0.38193181818181826
3.5266069699423537, 0.38193181818181826
3.587455680473289, 0.38433423913043485
3.6483147165956935, 0.3872171442687748
3.709163427126629, 0.3896195652173914
3.769960509700216, 0.3896195652173914
3.8307266154993944, 0.38817811264822144
3.8914410933412236, 0.38433423913043485
3.9521039432257035, 0.3780879446640317
4.012787444293124, 0.3728026185770752
4.073532898909363, 0.3704001976284586
4.134329981482949, 0.3704001976284586
4.195230319971232, 0.3752050395256918
4.256254565557153, 0.38577569169960485
4.317320113508952, 0.39826828063241115
4.370841095960225, 0.41332345191040853
4.42435519468385, 0.428058300395257
4.485482696184468, 0.44343379446640324
4.5466101976850855, 0.4588092885375495
4.607686071228354, 0.47178236166007914
4.668720642405743, 0.4828334980237155
4.729662283259906, 0.489560276679842
4.79057294733966, 0.4948456027667985
4.851431983462065, 0.49772850790513845
4.9123013451759405, 0.5010918972332017
4.973098427749527, 0.5010918972332017
5.033895510323113, 0.5010918972332017
5.094692592896701, 0.5010918972332017
5.155489675470287, 0.5010918972332017
5.216255781269465, 0.4996504446640317
5.277001235885704, 0.4972480237154151
5.33779831845929, 0.4972480237154151
5.398595401032878, 0.4972480237154151
5.4593924836064645, 0.4972480237154151
5.520189566180051, 0.4972480237154151
5.581038276710986, 0.4996504446640317
5.641928289607801, 0.5039748023715416
5.702900907236373, 0.512143033596838
5.763956129596702, 0.524155138339921
5.82507330550585, 0.5390501482213439
5.886138853457648, 0.5515427371541503
5.947163099043568, 0.5621133893280633
6.000260732244584, 0.5574687088274046
6.03795602483663, 0.5433745059288538
6.060362558325876, 0.5251161067193677
6.075231410042242, 0.5097406126482215
6.090079610575669, 0.49340415019762857
6.104989764657914, 0.47995059288537556
6.112197027503765, 0.46169219367588943
6.126838716207796, 0.4357460474308301
6.133860118407194, 0.4088389328063242
6.1483985511965304, 0.3780879446640317
6.148852877221197, 0.3992292490118578
6.162978286351745, 0.34925889328063253
6.163308705278775, 0.3646343873517788
6.170123595648775, 0.3281175889328064
6.17683523010408, 0.28679594861660085
6.177268904945807, 0.30697628458498033
6.191022592783446, 0.23970849802371552
6.191476918808112, 0.26084980237154154
6.191807337735144, 0.2762252964426879
6.20527190901163, 0.19550395256917008
6.20560232793866, 0.21087944664031633
6.205932746865692, 0.22625494071146257
6.2124585206745415, 0.17628458498023725
6.219314713410421, 0.14168972332015817
6.219645132337451, 0.1570652173913044
6.226460022707451, 0.12054841897233215
6.232841238235727, 0.06385128458498035
6.233274913077453, 0.08403162055335978
6.233605332004483, 0.09940711462450602
6.247152508012729, 0.022529644268774796
6.2474829269397585, 0.03790513833992104
6.247813345866788, 0.053280632411067286
6.254387305769164, 0.00555253623188412
6.269187320209065, -0.013026185770750875
