y,YH2
0.002915812241916921, 0.050855477149755066
0.007013539706171551, 0.05016092596474067
0.009472176184724318, 0.04970795780060084
0.011111267170426153, 0.04898320873797712
0.015208994634680756, 0.047896085144041534
0.01684808562038262, 0.04726192971424578
0.018487176606084454, 0.04680896155010596
0.02094581308463722, 0.046084212487482235
0.02340444956318999, 0.0451329793427886
0.025043540548891824, 0.04454412072940682
0.026682631534593687, 0.044045855748853016
0.029141268013146454, 0.043185216236987345
0.03159990449169922, 0.042279279908707695
0.03405854097025199, 0.04155453084608397
0.035697631955953824, 0.04101096904911618
0.03897581392735752, 0.040286219986492455
0.04061490491305936, 0.03947087729104077
0.043073541391612125, 0.03883672186124501
0.04553217787016489, 0.03811197279862129
0.04881035984156859, 0.037387223735997566
0.05126899632012136, 0.0365265842241319
0.054547178291525056, 0.035756538345094194
0.05700581477007782, 0.035212976548126405
0.060283996741481494, 0.03448822748550268
0.06274263322003426, 0.033672884790051
0.06602081519143796, 0.032948135727427275
0.06847945166999073, 0.03240457393045948
0.07175763364139442, 0.03167982486783576
0.07585536110564903, 0.030773888539556107
0.07913354307705273, 0.030139733109760352
0.08159217955560549, 0.029686764945620524
0.08487036152700919, 0.028962015882996805
0.0889680889912638, 0.028146673187545115
0.09224627096266749, 0.02751251775774936
0.09552445293407119, 0.026923659144367586
0.09798308941262396, 0.026334800530985813
0.10208081687687856, 0.02556475465194811
0.10535899884828226, 0.02497589603856633
0.10863718081968593, 0.024432334241598543
0.11273490828394056, 0.023616991546146854
0.118471726733897, 0.022620461585039234
0.1217499087053007, 0.022076899788071445
0.12420854518385346, 0.021714525256759584
0.12748672715525713, 0.020989776194135862
0.13158445461951176, 0.020310323947926125
0.13486263659091544, 0.019812058967372315
0.13814081856231916, 0.019268497170404526
0.1438776370122756, 0.01836256084212487
0.14797536447653023, 0.017637811779501147
0.1512535464479339, 0.01709424998253336
0.15453172841933763, 0.016550688185565564
0.15944900137644316, 0.01582593912294184
0.1643662743335487, 0.015010596427490155
0.16764445630495237, 0.01455762826335033
0.17092263827635604, 0.014014066466382542
0.17502036574061067, 0.01328931740375882
0.1807571841905671, 0.012564568341135098
0.18485491165482174, 0.011930412911339339
0.1881330936262254, 0.011477444747199514
0.19305036658333094, 0.010843289317403755
0.19796763954043647, 0.010088342377170711
0.2020653670046911, 0.00962027527422623
0.20534354897609483, 0.009167307110086398
0.21108036742605127, 0.00848785486387666
0.2168171858760077, 0.0078084026176669236
0.22091491334026234, 0.0073101376371131135
0.22501264080451697, 0.006857169472973289
0.2307494592544734, 0.0063136076760054935
0.2373058231972808, 0.0056492543686004135
0.24222309615438634, 0.005256681959679238
0.2463208236186409, 0.004864109550758049
0.2528771875614483, 0.004411141386618224
0.26025309699710664, 0.003927975344869071
0.26517036995421217, 0.003625996568775866
0.2700876429113177, 0.0033844135479012827
0.27828309783982697, 0.002961643261370779
0.2864785527683361, 0.002780455995714852
0.29139582572544165, 0.002599268730058918
0.2954935531896963, 0.002599268730058918
0.30532809910390735, 0.0024180814644029908
0.3168017360038202, 0.0024180814644029908
0.3249971909323295, 0.0024180814644029908
0.340568555296497, 0.0026596644852775603
0.3454858282536025, 0.002780455995714852
0.35040310121070806, 0.002961643261370779
0.3536812831821118, 0.003142830527026713
0.3602376471249191, 0.0033240177926826403
0.3667940110677266, 0.0037165902016038296
0.3717112840248321, 0.003958173222478399
0.37662855698193765, 0.004290349876180932
0.3848240119104468, 0.004954703183586019
0.39138037585325425, 0.005437869225335165
0.3962976488103598, 0.005890837389474997
0.4003953762746143, 0.0063136076760054935
0.40613219472457085, 0.006857169472973289
0.4126885586673782, 0.007581918535597011
0.4167862861316328, 0.008034886699736836
0.4315381050029494, 0.009937352989124106
0.43563583246720405, 0.010480914786091894
0.43891401443860767, 0.010843289317403755
0.4430117419028623, 0.011477444747199514
0.44874856035281874, 0.0122927874426512
0.45366583330992427, 0.013017536505274922
0.4602221972527317, 0.014014066466382542
0.46431992471698635, 0.01469351871259228
0.46759810668838997, 0.015101190060318126
0.4708762886597937, 0.015644751857285914
0.47661310710975013, 0.016550688185565564
0.48153038006685567, 0.017366030881017257
0.4856281075311103, 0.01800018631081301
0.4880867440096631, 0.018453154474952833
0.49136492598106674, 0.019087309904748592
0.49546265344532137, 0.01976676215095833
0.4987408354167251, 0.02026502713151214
0.5020190173881287, 0.020808588928479935
0.5044776538666815, 0.021080369826963825
0.5069362903452342, 0.02162393162393162
0.5118535633023398, 0.02252986795221127
0.5151317452737435, 0.02302813293276508
0.5175903817522963, 0.02352639791331889
0.5225076547094019, 0.024341740608770576
0.5266053821736564, 0.025157083304222262
0.5298835641450601, 0.02579123873401802
0.5323422006236129, 0.026244206898157846
0.5356203825950165, 0.026968955960781568
0.5397181100592712, 0.027739001839819272
0.5429962920306749, 0.028282563636787064
0.5462744740020786, 0.02891671906658282
0.5487331104806313, 0.02959617131279256
0.552830837944886, 0.030411514008244246
0.5561090199162897, 0.030955075805212038
0.5593872018876933, 0.03163452805142178
0.5634849293519479, 0.03249516756328745
0.5659435658305008, 0.03326521344232515
0.5692217478019044, 0.033944665688534895
0.5716803842804572, 0.03457882111833065
0.5749585662518608, 0.035212976548126405
0.5774172027304136, 0.03602831924357809
0.5806953847018174, 0.03684366193902978
0.5831540211803701, 0.037387223735997566
0.5847931121660719, 0.03811197279862129
0.5880712941374756, 0.03892731549407298
0.5905299306160284, 0.03956147092386873
0.5929885670945811, 0.04019562635366449
0.5946276580802831, 0.04101096904911618
0.5987253855445376, 0.0420074990102238
0.6003644765302395, 0.042551060807191586
0.6020035675159413, 0.04309462260415938
0.6044622039944941, 0.04390996529961107
0.6069208404730468, 0.04477060481147674
0.6085599314587486, 0.04526886979203054
0.6101990224444506, 0.0459030252218263
0.6126576589230033, 0.04680896155010596
0.6151162954015561, 0.047714897878385606
0.6175749318801088, 0.04843964694100933
0.6192140228658107, 0.04898320873797712
0.6224922048372143, 0.0497985514334288
0.6257703868086181, 0.050523300496052526
