y,temp
0.0031081381547091447, 382.249572807463
0.00805319231496221, 393.0286796286887
0.013012137076788971, 409.19733986052734
0.01715500899615824, 426.71338844501906
0.020467917471496316, 440.1872719715511
0.023794716548408118, 459.05070890869615
0.027114570324533016, 475.2193691405348
0.03043789675105138, 492.73541772502654
0.033761223177569744, 510.25146630951826
0.037091494904874955, 530.4622915993164
0.04041482133139332, 547.9783401838081
0.04374162040830512, 566.8417771209531
0.04706841948521695, 585.7052140580981
0.050395218562128724, 604.5686509952432
0.05371854498864709, 622.0846995797349
0.05704534406555889, 640.9481365168799
0.06037214314247069, 659.8115734540247
0.06369546956898903, 677.3276220385167
0.06702226864590083, 696.1910589756615
0.07034906772281263, 715.0544959128065
0.07367586679972443, 733.9179328499515
0.0769991932262428, 751.4339814344432
0.08032251965276116, 768.950030018935
0.08364931872967296, 787.81346695608
0.08697611780658474, 806.676903893225
0.09030291688349654, 825.54034083037
0.0936262433100149, 843.0563894148618
0.09694956973653326, 860.5724379993535
0.10027636881344504, 879.4358749364985
0.10360316789035684, 898.2993118736433
0.10692996696726867, 917.1627488107883
0.11025329339378703, 934.6787973952802
0.11357661982030537, 952.1948459797719
0.11690341889721717, 971.0582829169168
0.1218936175125849, 999.3534383226344
0.12521694393910324, 1016.8694869071261
0.12854374301601498, 1035.7329238442712
0.13187054209292684, 1054.596360781416
0.13520081382023205, 1074.8071860712143
0.1385241402467504, 1092.323234655706
0.14185441197405566, 1112.5340599455042
0.14518121105096746, 1131.3974968826492
0.14850801012787926, 1150.260933819794
0.15183828185518447, 1170.4717591095923
0.1551616082817028, 1187.987807694084
0.15849188000900807, 1208.1986329838824
0.16181867908591988, 1227.0620699210272
0.1651489508132251, 1247.2728952108255
0.16847227723974348, 1264.7889437953172
0.1718025489670487, 1284.9997690851155
0.17512934804396044, 1303.8632060222603
0.1784561471208723, 1322.7266429594054
0.1817864188481775, 1342.9374682492034
0.1851097452746959, 1360.4535168336952
0.1884400170020011, 1380.6643421234935
0.1917668160789129, 1399.5277790606383
0.19509708780621818, 1419.7386043504366
0.19842041423273651, 1437.2546529349283
0.20174721330964826, 1456.1180898720734
0.20507053973616665, 1473.634138456565
0.208393866162685, 1491.1501870410568
0.21171371993880997, 1507.3188472728955
0.21504051901572177, 1526.1822842100405
0.21836037279184664, 1542.350944441879
0.22168022656797162, 1558.5196046737174
0.2250000803440965, 1574.688264905556
0.22831298881943454, 1588.162148432088
0.23162936994516606, 1602.9834203112734
0.23577571451492876, 1621.8468572484185
0.23991858643429806, 1639.3629058329102
0.24405451305288048, 1654.1841777120956
0.2481904396714629, 1669.005449591281
0.25232636629004523, 1683.8267214704663
0.25728299595160975, 1699.097122800536
0.2622373105129119, 1713.469265228837
0.2671869948736896, 1726.0448898536004
0.2721343641342049, 1737.7222555765948
0.2770747880939334, 1746.7048445942828
0.28201521205366176, 1755.6874336119708
0.2869486907126033, 1761.9752459243525
0.29188448447180726, 1769.161317138503
0.2968110178299619, 1772.7543527455782
0.3017375511881166, 1776.3473883526535
0.30666408454627136, 1779.9404239597288
0.3115836726036392, 1780.8386828614975
