x,YH2
0.004902603180766546, 0.0
0.01293379604911904, 0.0
0.022219862803151608, 0.0
0.03301177822000029, 0.0
0.04104297108835281, 0.0
0.04939684581302306, 0.0
0.058718766106646475, 0.0
0.06513654969341032, 0.0
0.07241481823035478, 0.0
0.08253746757484076, 0.0
0.09224182562410002, 0.0
0.10027301849245251, 0.0
0.1099773765417118, 0.0
0.12085295021760584, 0.0
0.1288841430859583, 0.0
0.13723801781062855, 0.0
0.146559938104252, 0.0
0.1529777216910158, 0.0
0.16025599022796028, 0.0
0.17104790564480898, 0.0
0.18008299762170554, 0.0
0.188114190490058, 0.0
0.19714928246695462, 0.0
0.20869412221521133, 0.0
0.21672531508356385, 0.0
0.22534211576523366, 0.0
0.23036161130795402, 0.004226765118238385
0.23303867559740488, 0.008129204013242297
0.23630134770017308, 0.01270826071103498
0.23956401980294129, 0.018665632284315725
0.2433286414599815, 0.02434334387385695
0.24709326311702173, 0.029156290887802916
0.25161080910547, 0.035621498677320784
0.25688127942532635, 0.04094480170914916
0.2621517497451827, 0.044984758600827957
0.2687683575060412, 0.04913922515898367
0.2769592615962076, 0.051906833027872634
0.2847394796874241, 0.05352038361784767
0.29553139510427273, 0.054662221877472994
0.3045664870811693, 0.05517105675213785
0.3125976799495218, 0.055468677150526724
0.32163277192641837, 0.055257462674250746
0.33267566212040306, 0.05483503372169879
0.3407068549887555, 0.054182188976845735
0.3489332504615473, 0.05294690431256499
0.35756779683452977, 0.05056361369320844
0.36480043359381314, 0.047250513891788526
0.3721205312602803, 0.042347777866715675
0.37810209678202195, 0.03563546327079359
0.38287061754760626, 0.030430161053810245
0.38638426442751045, 0.025019047328263655
0.38964693653027865, 0.019693882350638903
0.3933278999282735, 0.01435652606125215
0.3968176444484505, 0.008633924320187447
0.40073545850192444, 0.0
0.4074661457069358, 0.0
0.41646538414424145, 0.0
0.42804607743208906, 0.0
0.4360772703004416, 0.0
0.4444311450251118, 0.0
0.4538128212180534, 0.0
0.46017084890549914, 0.0
0.4674491174424436, 0.0
0.4787788359531551, 0.0
0.4877780743904609, 0.0
0.4958092672588133, 0.0
0.5050953340128459, 0.0
0.5158872494296947, 0.0
0.5239184422980472, 0.0
0.5322723170227173, 0.0
0.5415942373163407, 0.0
0.5480120209031045, 0.0
0.5552902894400491, 0.0
0.565412938784535, 0.0
0.5751172968337943, 0.0
0.5831484897021468, 0.0
0.5928528477514061, 0.0
0.6037284214273002, 0.0
0.6117596142956525, 0.0
0.6201134890203228, 0.0
0.6240573783753174, 0.0
