y,YO2
0.00481975278380839, 0.00001968860451356108
0.01884979690454515, 0.00001968860451356108
0.03213066391203867, 0.00001968860451356108
0.04541153091953218, 0.000018594636915246487
0.05869239792702571, 0.000018594636915246487
0.07197326493451922, 0.000018594636915246487
0.08525413194201276, 0.000017500669316938833
0.09853499894950626, 0.000017500669316938833
0.1118158659569998, 0.000017500669316938833
0.1250967329644933, 0.000017500669316938833
0.13837759997198684, 0.000017500669316938833
0.15165846697948038, 0.000017500669316938833
0.16493933398697386, 0.000017500669316938833
0.1782202009944674, 0.000017500669316938833
0.19150106800196093, 0.000017500669316938833
0.20478193500945446, 0.00004
0.21806280201694794, 0.00007441229473344191
0.23134366902444148, 0.0001324178877482457
0.244624536031935, 0.0002581966416199191
0.2579054030394285, 0.0005370825018429851
0.2686058363379064, 0.0008899725578116538
0.28267932803417606, 0.0014465102389209852
0.2959601950416696, 0.0019495050251759141
0.3092410620491631, 0.0022548947168306854
0.3165137614678899, 0.002337164750957861
0.3235435342110792, 0.0022249545509821778
0.3368244012185727, 0.0018462114529985627
0.35010526822606625, 0.0013417196584512084
0.3633861352335598, 0.0008282458141493088
0.37845481126129277, 0.000394591695509712
0.3917356782687863, 0.00017004255907585725
0.4050165452762798, 0.00006347261875033067
0.4182974122837733, 0.00003828605368484672
0.43157827929126685, 0.00001968860451356108
0.4448591462987604, 0.000018594636915246487
0.4581400133062539, 0.000018594636915246487
0.47142088031374746, 0.000018594636915246487
0.484701747321241, 0.000017500669316938833
0.49798261432873453, 0.000017500669316938833
0.511263481336228, 0.000017500669316938833
0.5245443483437215, 0.000017500669316938833
0.5378252153512151, 0.000017500669316938833
0.5511060823587086, 0.000017500669316938833
0.5643869493662022, 0.000017500669316938833
0.5776678163736957, 0.000017500669316938833
0.5909486833811892, 0.000017500669316938833
0.6042295503886825, 0.000017500669316938833
0.6175104173961761, 0.000017500669316938833
0.6253287169969886, 0.000016137287590305138
