x,temp
0.003478749225366673, 301.32542727589794
0.009003175996694923, 301.32542727589794
0.014527602768023146, 301.3254272758977
0.020052029539351396, 301.3254272758977
0.02557645631067962, 301.3254272758977
0.03110088308200787, 301.3254272758977
0.03662530985333609, 301.3254272758977
0.04214973662466434, 301.3254272758977
0.047674163395992564, 301.3254272758977
0.053198590167320814, 301.3254272758977
0.058723016938649036, 301.3254272758977
0.06424744370997729, 301.3254272758977
0.06977187048130551, 301.3254272758977
0.07529629725263376, 301.3254272758977
0.08082072402396198, 301.3254272758977
0.08634515079529023, 301.3254272758977
0.09186957756661845, 301.3254272758977
0.0973940043379467, 301.3254272758977
0.10291843110927493, 301.3254272758977
0.10844285788060318, 301.3254272758977
0.11396728465193143, 301.3254272758977
0.11949171142325962, 301.4898901819024
0.12501613819458787, 303.13451924194806
0.13054056496591612, 303.13451924194806
0.13606499173724437, 304.5324539429871
0.14158941850857257, 305.93038864402615
0.14711384527990082, 308.56179514009955
0.15263827205122907, 312.4266734312073
0.15816269882255732, 318.59403240637926
0.1636871255938855, 327.5572607836293
0.16921155236521376, 341.20768198200994
0.1742337585209667, 359.8194008448627
0.17825152344556908, 379.76248608965693
0.18204607920769353, 401.127000736348
0.18427817083247258, 419.70788280432475
0.18628705329477377, 439.9470991745143
0.18808069835039984, 461.8177288355171
0.18980259760380083, 482.6868968724564
0.1915962426594269, 506.528144567907
0.19312980918198716, 529.2710149982556
0.19469924860565993, 553.806824787815
0.1955781346829167, 576.7596791070803
0.19683368622185496, 599.9548225289416
0.19792183088893475, 625.0021315350925
0.19921923414583761, 648.5580165097078
0.20022367537698818, 674.337577025927
0.2012101801575825, 700.1009849353063
0.201999383982058, 725.5574933147307
0.20278858780653344, 751.9185476771802
0.2041158851476967, 782.1820718521099
0.20512032637884733, 815.8311824206485
0.2061247676099979, 851.5607487501452
0.2072129122770777, 887.1697089485717
0.20738031914893615, 913.5221485873735
0.2086717435889869, 936.1874865048915
0.20913809130344965, 959.5333875905903
0.20964031191902496, 980.7902181916832
0.2098914222268126, 1000.3585629577956
0.2103936428423879, 1020.2585745843505
0.21127252891964468, 1046.6713172886873
0.21164919438132615, 1071.6970894857186
0.21190030468911378, 1095.5047397589428
0.2129047459202644, 1108.5422625276133
0.2133065224127246, 1132.9520819838226
0.21365807684362734, 1160.794868813704
0.2141961703603151, 1184.549969272676
0.2146983909758904, 1210.523361070972
