x,ux
0.00094702087136464, 0.03683567108480279
0.0017161046270240399, 0.10566529404195091
0.003254272138342812, 0.1807521554497491
0.004792439649661584, 0.2558390168575473
0.006330607160980356, 0.3309258782653455
0.007868774672299156, 0.40601273967314366
0.009406942183617928, 0.48109960108094185
0.0109451096949367, 0.55618646248874
0.012739638458141939, 0.6375305623471883
0.014790528473233644, 0.6875884699523871
0.015559612228893016, 0.7564180929095352
0.017097779740211816, 0.8315049543173334
0.018635947251530588, 0.9065918157251316
0.020430476014735827, 0.9879359155835798
0.022481366029827532, 1.0379938231887786
0.023250449785486904, 1.1068234461459268
0.02504497854869217, 1.188167546004375
0.027095868563783848, 1.2382254536095738
0.028121313571329715, 1.3174838073178048
0.03017220358642142, 1.3633702226225708
0.031197648593967287, 1.4426285763308022
0.033248538609058964, 1.4885149916355678
0.034786706120377736, 1.5761163299446657
0.03709395738735591, 1.657460429803114
0.03940120865433408, 1.7513190065628614
0.04170845992131225, 1.8326631064213097
0.044015711188290424, 1.9265216831810572
0.04709204621092797, 2.026637498391455
0.05016838123356551, 2.1267533136018524
0.053244716256203084, 2.2268691288122504
0.05632105127884063, 2.326984944022648
0.0586283025458188, 2.414586282331746
0.06196099882034281, 2.4938446360399773
0.06555005634675329, 2.585617466649508
0.06785730761373146, 2.66487582035774
0.07093364263636903, 2.739962681765538
0.07400997765900658, 2.815049543173336
0.07708631268164412, 2.883879166130485
0.08016264770428169, 2.952708789087633
0.08400806648257864, 3.027795650495431
0.08862256901653495, 3.115396988804529
0.0932370715504913, 3.1946553425127604
0.09785157408444764, 3.2655707116201254
0.10246607661840398, 3.3364860807274903
0.10708057915236027, 3.3907154806331223
0.11169508168631662, 3.4407733882383216
0.11630958422027296, 3.4824883112426535
0.1209240867542293, 3.5242032342469862
0.1255385892881856, 3.5534036803500184
0.13015309182214194, 3.578432634152618
0.13476759435609828, 3.590947111053918
0.13938209689005462, 3.603461587955217
0.14399659942401097, 3.603461587955217
0.14861110195796726, 3.603461587955217
0.1532256044919236, 3.590947111053918
0.15784010702587994, 3.578432634152618
0.1624546095598363, 3.5534036803500184
0.16706911209379263, 3.528374726547419
0.17168361462774892, 3.499174280444387
0.17629811716170526, 3.457459357440054
0.1809126196956616, 3.415744434435722
0.18552712222961795, 3.365686526830523
0.1901416247635743, 3.315628619225324
0.19475612729753058, 3.261399219319692
0.19937062983148693, 3.198826834813194
0.20398513236544327, 3.1404259426071284
0.20859963489939962, 3.0695105734997634
0.21321413743335596, 3.0027666966928317
0.21782863996731225, 2.9276798352850335
0.2224431425012686, 2.8525929738772353
0.22628856127956556, 2.790020589370737
0.2293648963022031, 2.7274482048642383
0.23321031508050002, 2.65236134345644
0.237055733858797, 2.571017243597992
0.24013206888143454, 2.5147020975421435
0.24320840390407208, 2.445872474584995
0.24628473892670963, 2.3833000900784964
0.2501301577050066, 2.3019559902200486
0.2547446602389629, 2.260241067215716
0.25935916277291926, 2.326984944022648
0.26243549779555686, 2.4271007592330456
0.26474274906253503, 2.5147020975421435
0.26858816784083195, 2.5731029897482083
0.27243358661912886, 2.5459882897953925
0.2752535603898799, 2.468815682237378
0.2770480891530852, 2.402071805430446
0.27858625666440395, 2.3332421824732976
0.2801244241757228, 2.25189808261485
0.28166259168704155, 2.1642967443057515
0.28294439794647386, 2.051666452194054
0.2844825654577926, 1.959893621584523
0.28550801046533847, 1.8389203448719593
0.2862770942209979, 1.8764637755758584
0.2875589004804302, 1.7513190065628614
0.28858434548797607, 1.6136597606485648
0.2893534292436354, 1.6512031913524639
0.2906352355030677, 1.5260584223394669
0.29166068051061356, 1.3883991764251702
0.292429764266273, 1.4259426071290693
0.2937115705257053, 1.3007978381160723
0.29473701553325116, 1.1631385922017756
0.2955060992889106, 1.2006820229056747
0.2967879055483428, 1.0755372538926777
0.2985824343115481, 0.9879359155835798
0.2985824343115481, 0.9191062926264313
0.30037696307475337, 0.8169047312658169
0.3016587693341857, 0.7188746622056361
0.3031969368455044, 0.6375305623471883
0.30473510435682316, 0.5374147471367907
0.306273271868142, 0.43729893192639313
0.30781143937946076, 0.3496975936172948
0.3093496068907795, 0.26209625530819736
0.31088777440209825, 0.17449491699909903
0.3124259419134171, 0.08689357869000158
0.31396410942473585, -0.013222236520396002
0.3155022769360546, -0.10082357482949433
0.31704044444737345, -0.18842491313859178
0.3185786119586922, -0.2760262514476901
0.32011677947001094, -0.36362758975678844
0.3216549469813298, -0.4512289280658859
0.322936753240762, -0.5513447432762835
0.32447492075208084, -0.651460558486681
0.3260130882633996, -0.7515763736970786
0.32755125577471833, -0.8516921889074762
0.3290894232860372, -0.9518080041178738
0.33088395204924237, -1.0394093424269721
0.33088395204924237, -1.1082389653841203
0.3324221195605612, -1.1833258267919184
0.33319120331622054, -1.3147278342555655
0.33396028707187997, -1.277184403551666
