x,YH2,YO2,YN2,Tadiabatic,pressure,YH2equ,YO2equ,YN2equ,YH2Oequ,YHequ,YOequ,YOHequ,YHO2equ,YH2O2equ
0.00433662985907297,0.0023201263509378283,0.2231911554453024,0.7744887182037598,565.3221759120214,101325.0000000008,6.23864074159518e-23,0.20477860510369586,0.7744887182037603,0.02073267669252031,3.248966743998588e-30,2.914922532359631e-21,1.8573044802592412e-14,2.5965528157130055e-15,2.4205945595271735e-15
0.004361269801454066,0.0019357194764756758,0.22480127897800853,0.7732630015455157,522.8278846561159,101325.00000000065,7.530905887949384e-25,0.2094393861684185,0.7732630015455143,0.017297612286065574,8.010317353514918e-33,3.8546666491219983e-23,1.0843807790450112e-15,2.4250612079174945e-16,3.3028318461539603e-16
0.004385909743835162,0.001613074474414496,0.2261527072303143,0.7722342182952712,486.6985660070963,101324.99999999993,9.651300191497358e-27,0.21335132899809364,0.772234218295271,0.014414452706635307,2.1424719835864735e-35,5.3900686731984335e-25,6.559065637518913e-17,2.3202217390830668e-17,4.5981896836363e-17
0.004410549686216259,0.0013428622453349147,0.227284515992774,0.771372621761891,456.1224898077326,101325.00000147909,1.4096143042475318e-28,0.21662754522812927,0.7713726217609916,0.011999833010879094,6.867518408016076e-38,8.581693798409845e-27,4.308252618066077e-18,2.3668009040599827e-18,6.738882317620625e-18
0.0044351896285973556,0.001116977881777774,0.2282306534153749,0.7706523687028473,430.3435505112783,101325.00000027582,2.49573140282424e-30,0.21936630364849097,0.7706523687025554,0.009981327648953672,2.8773156408456493e-40,1.6592107519039044e-28,3.201455807892924e-19,2.665666528533222e-19,1.0685142734809222e-18
0.004459829570978452,0.0009284396613653697,0.22902036308413481,0.7700511972544998,408.67601940935253,101325.00000006382,5.627429711464009e-32,0.22165225487876822,0.770051197254409,0.008296547866822908,1.689010667442388e-42,4.1018419047741534e-30,2.781075030085692e-20,3.4096016022427665e-20,1.8739635279896842e-19
0.004484469513359548,0.0007712749406120485,0.22967866196536624,0.7695500630940217,390.5101188411966,101325.00000001714,1.674042750111088e-33,0.2235578148548482,0.769550063093996,0.006892122051155753,1.4599347375923341e-44,1.345470880386644e-31,2.891342588008718e-21,5.055071695207485e-21,3.6939684552182775e-20
0.004509109455740645,0.0006404031976102591,0.23022683029213792,0.7691327665102519,375.31154034669424,101325.00000000464,6.709964023025845e-35,0.22514458289206263,0.7691327665102443,0.005722650597693117,1.914364090100534e-46,5.987575983304577e-33,3.6486937750094317e-22,8.796644851035274e-22,8.265126876581927e-21
0.004533749398121741,0.0005315228249504716,0.23068288574253698,0.7687855914325126,362.61732259656293,101325.00000000159,3.6527268562915554e-36,0.22646471427607717,0.7687855914325126,0.004749694291410292,3.8514981275728084e-48,3.6463072700388836e-34,5.619456829007996e-23,1.8060326697129732e-22,2.107654555266497e-21
0.004558389340502837,0.00044100560099298027,0.23106202545644847,0.7684969689425586,352.02978581422974,101325.00000001282,2.6918088359500984e-37,0.22756219975689068,0.7684969689425031,0.00394083130060625,1.1837201294459371e-49,3.029582544596621e-35,1.0542318321975108e-23,4.3699647248248574e-23,6.120197080289896e-22
0.004583029282883934,0.00036580088532783334,0.23137702732167875,0.7682571717929934,343.20964181608247,101325.00000000001,2.653211259424999e-38,0.2284740271409455,0.7682571717929926,0.003268801066062099,5.465390731156702e-51,3.392960455049766e-36,2.3906356019142896e-24,1.238639915941545e-23,2.0140579271282094e-22
0.004607669225265031,0.00030335031216326277,0.23163860728854055,0.7680580423992962,335.86898062476547,101325.0000000002,3.434273214677008e-39,0.22923121559990134,0.7680580423992945,0.0027107420008042255,3.695203051001022e-52,5.0273095628396175e-37,6.475481281752822e-25,4.073262688866906e-24,7.45444536181725e-23
0.004632309167646126,0.0002515129353523815,0.23185573290679004,0.7678927541578575,329.7645483089692,101325.00000000022,5.708631841643345e-40,0.22985972325763418,0.7678927541578554,0.0022475225845104067,3.5460792651617774e-53,9.63246530426795e-38,2.0649551916999167e-25,1.5356286082193686e-24,3.0739836583000984e-23
0.004656949110027223,0.00020850028225625241,0.23203589535849203,0.7677556043592517,324.6915414905064,101324.99999999983,1.1892557388907471e-40,0.23038123463636,0.7677556043592518,0.0018631610043880573,4.668178018324788e-54,2.3277546699175286e-38,7.630239525689055e-26,6.550400686540449e-25,1.3977211776952306e-23
0.00468158905240832,0.00017282050124794483,0.23218534340133376,0.7676418360974183,320.47802239255475,101325.00000000003,3.0287164174975176e-41,0.23081383784604323,0.7676418360974181,0.0015443260565387341,8.141758477499521e-55,6.915914907337658e-39,3.214504673116184e-26,3.119101528140673e-25,6.93334249928538e-24
0.0047062289947894164,0.00014323066536441384,0.23230928314916385,0.7675474861854718,316.97998251416715,101325.00000000374,9.203411417558707e-42,0.2311726028837012,0.7675474861854569,0.001279910930841839,1.8185271460607643e-55,2.4641068404338673e-39,1.519743813954631e-26,1.6362138254202174e-25,3.71310425819905e-24
