#DataThief /Users/mhenryde/Desktop/dhit/movahed_jfm_data/movahed_jfm_enstrophy.png Tuesday 3-Jan-2017 1:36:40 PM
0.0241, 15.3684
0.0325, 15.4455
0.041, 15.4455
0.041, 15.5225
0.0493, 15.5226
0.0578, 15.5996
0.0663, 15.5997
0.0747, 15.6766
0.0831, 15.7538
0.0916, 15.8309
0.1, 15.8309
0.1084, 15.908
0.1169, 15.908
0.1253, 15.9851
0.1253, 16.0621
0.1338, 16.0621
0.1421, 16.0622
0.1506, 15.9851
0.1591, 16.0622
0.1591, 16.1393
0.1675, 16.1393
0.1675, 16.2163
0.1759, 16.2934
0.1844, 16.3705
0.1844, 16.4475
0.1928, 16.4475
0.1928, 16.5246
0.2012, 16.6016
0.2097, 16.6787
0.2096, 16.7557
0.2181, 16.7558
0.2181, 16.8328
0.2265, 16.9099
0.2349, 16.9868
0.2349, 17.064
0.2434, 17.064
0.2434, 17.141
0.2518, 17.2181
0.2518, 17.2951
0.2602, 17.3721
0.2687, 17.3721
0.2687, 17.4493
0.2771, 17.5263
0.2771, 17.6034
0.2854, 17.6804
0.294, 17.7574
0.2939, 17.8345
0.2939, 17.9116
0.3024, 17.9886
0.3024, 18.0657
0.3024, 18.1427
0.3024, 18.2197
0.3108, 18.2968
0.3108, 18.3738
0.3108, 18.4509
0.3192, 18.528
0.3192, 18.605
0.3276, 18.6821
0.3361, 18.7591
0.3361, 18.8362
0.3445, 18.9132
0.3445, 18.9903
0.3445, 19.0673
0.3529, 19.1444
0.3529, 19.2214
0.3613, 19.2985
0.3613, 19.3755
0.3698, 19.4526
0.3698, 19.5295
0.3698, 19.6066
0.3782, 19.6837
0.3782, 19.7607
0.3782, 19.8378
0.3866, 19.9148
0.3866, 19.9919
0.395, 20.0689
0.395, 20.146
0.395, 20.223
0.4035, 20.3001
0.4035, 20.3771
0.4034, 20.4541
0.4119, 20.5312
0.4119, 20.6082
0.4119, 20.6853
0.4203, 20.7623
0.4203, 20.8394
0.4203, 20.9163
0.4287, 20.9935
0.4287, 21.0705
0.4287, 21.1475
0.4371, 21.1476
0.4371, 21.2246
0.4371, 21.3016
0.4456, 21.3787
0.4456, 21.4557
0.454, 21.5328
0.4624, 21.6099
0.4624, 21.6869
0.4708, 21.764
0.4708, 21.841
0.4708, 21.918
0.4793, 21.995
0.4793, 22.0721
0.4793, 22.1492
0.4877, 22.2262
0.4877, 22.3033
0.4877, 22.3803
0.4961, 22.3803
0.4961, 22.4574
0.4961, 22.5344
0.5045, 22.6115
0.5045, 22.6885
0.513, 22.7656
0.513, 22.8426
0.5213, 22.9197
0.5213, 22.9967
0.5213, 23.0737
0.5298, 23.1508
0.5298, 23.2278
0.5298, 23.3049
0.5298, 23.3819
0.5382, 23.459
0.5382, 23.536
0.5467, 23.6131
0.5466, 23.6901
0.5466, 23.7671
0.5551, 23.8441
0.5551, 23.9213
0.5551, 23.9983
0.5551, 24.0753
0.5635, 24.1524
0.5635, 24.2294
0.5635, 24.3065
0.5718, 24.3835
0.5718, 24.4606
0.5718, 24.5375
0.5803, 24.6147
0.5803, 24.6917
0.5803, 24.7687
0.5803, 24.8458
0.5803, 24.9228
0.5803, 24.9998
0.5887, 25.0769
0.5887, 25.1539
0.5887, 25.231
0.5887, 25.308
0.5887, 25.385
0.5887, 25.4621
0.5971, 25.5391
0.5971, 25.6162
0.6056, 25.6932
0.6139, 25.7703
0.6139, 25.8473
0.6223, 25.9243
0.6223, 26.0014
0.6223, 26.0785
0.6223, 26.1555
0.6308, 26.2326
0.6308, 26.3096
0.6308, 26.3866
0.6308, 26.4637
0.6393, 26.5407
0.6392, 26.6178
0.6392, 26.6947
0.6392, 26.7718
0.6477, 26.8489
0.6477, 26.9259
0.6477, 27.003
0.6476, 27.08
0.6561, 27.1571
0.6561, 27.2341
0.6561, 27.3111
0.6561, 27.3881
0.6644, 27.4652
0.6644, 27.5423
0.6644, 27.6193
0.6729, 27.6964
0.6729, 27.7734
0.6729, 27.8504
0.6729, 27.9275
0.6813, 28.0046
0.6813, 28.0816
0.6813, 28.1586
0.6813, 28.2357
0.6897, 28.3127
0.6897, 28.3898
0.6897, 28.4668
0.6897, 28.5438
0.6982, 28.6209
0.6982, 28.6979
0.6981, 28.775
0.6981, 28.8519
0.7066, 28.9291
0.7066, 29.0061
0.7066, 29.0831
0.7149, 29.1602
0.7149, 29.2372
0.7149, 29.3143
0.7234, 29.3913
0.7234, 29.4684
0.7234, 29.5453
0.7318, 29.6225
0.7318, 29.6995
0.7318, 29.7765
0.7318, 29.8536
0.7402, 29.9306
0.7402, 30.0077
0.7402, 30.0847
0.7487, 30.1618
0.7487, 30.2388
0.7487, 30.3158
0.7487, 30.3929
0.757, 30.4699
0.757, 30.547
0.757, 30.624
0.757, 30.701
0.7654, 30.7781
0.7654, 30.8551
0.7654, 30.9322
0.7654, 31.0092
0.7739, 31.0863
0.7739, 31.1633
0.7739, 31.2403
0.7823, 31.3174
0.7823, 31.3944
0.7823, 31.4715
0.7823, 31.5485
0.7907, 31.6256
0.7907, 31.7026
0.7907, 31.7795
0.7907, 31.8567
0.7992, 31.9337
0.7992, 32.0108
0.7991, 32.0878
0.8075, 32.1649
0.8075, 32.2419
0.8159, 32.319
0.8159, 32.396
0.8159, 32.4731
0.8244, 32.4731
0.8244, 32.5501
0.8329, 32.6272
0.8329, 32.7042
0.8328, 32.7812
0.8413, 32.8582
0.8413, 32.9354
0.8497, 33.0124
0.8497, 33.0895
0.8497, 33.1665
0.858, 33.2436
0.858, 33.3206
0.8666, 33.3977
0.8665, 33.4747
0.875, 33.5518
0.875, 33.6288
0.875, 33.7058
0.8834, 33.7829
0.8834, 33.8599
0.8834, 33.937
0.8834, 34.014
0.8918, 34.0911
0.8918, 34.1681
0.8918, 34.2451
0.9002, 34.3222
0.9002, 34.3992
0.9002, 34.4763
0.9002, 34.5533
0.9087, 34.5533
0.9087, 34.6303
0.9085, 34.7074
0.9171, 34.7845
0.9171, 34.8615
0.9171, 34.9385
0.9171, 35.0156
0.9255, 35.0926
0.9255, 35.1697
0.9255, 35.2467
0.9339, 35.3237
0.9339, 35.4008
0.9339, 35.4778
0.9339, 35.5549
0.9423, 35.6319
0.9423, 35.709
0.9423, 35.786
0.9423, 35.863
0.9506, 35.9401
0.9506, 36.0171
0.9506, 36.0942
0.9506, 36.1712
0.9592, 36.2483
0.9592, 36.3253
0.959, 36.4022
0.959, 36.4794
0.9676, 36.5564
0.9676, 36.6335
0.976, 36.7105
0.9844, 36.7875
0.9844, 36.8646
0.9929, 36.9417
0.9929, 37.0187
0.9928, 37.0958
0.9928, 37.1728
0.9928, 37.2499
1.0013, 37.3269
1.0013, 37.404
1.0013, 37.4809
1.0097, 37.5581
1.0097, 37.6351
1.0181, 37.7122
1.0181, 37.7892
1.0265, 37.8662
1.0265, 37.9433
1.0265, 38.0203
1.035, 38.0974
1.035, 38.1743
1.0349, 38.2515
1.0434, 38.3285
1.0434, 38.4056
1.0434, 38.4826
1.0518, 38.5596
1.0518, 38.6367
1.0602, 38.7138
1.0602, 38.7908
1.0687, 38.8679
1.0686, 38.9449
1.0686, 39.0219
1.0771, 39.099
1.0771, 39.176
1.0771, 39.253
1.0855, 39.3301
1.0855, 39.4072
1.0939, 39.4842
1.0939, 39.5613
1.1023, 39.6383
1.1023, 39.7154
1.1108, 39.7924
1.1108, 39.8695
1.1192, 39.9465
1.1192, 40.0236
1.1192, 40.1006
1.1276, 40.1777
1.1276, 40.2547
1.136, 40.3317
1.136, 40.4088
1.1445, 40.4859
1.1445, 40.5629
1.1529, 40.64
1.1529, 40.717
1.1529, 40.794
1.1613, 40.8711
1.1613, 40.9481
1.1613, 41.0252
1.1697, 41.1022
1.1697, 41.1793
1.1697, 41.2563
1.1782, 41.3334
1.1782, 41.4104
1.1865, 41.4875
1.1865, 41.5645
1.1865, 41.6415
1.195, 41.7186
1.195, 41.7955
1.195, 41.8727
1.2034, 41.9497
1.2034, 42.0268
1.2034, 42.1038
1.2119, 42.1809
1.2118, 42.2579
1.2118, 42.335
1.2203, 42.412
1.2203, 42.4891
1.2203, 42.5661
1.2287, 42.5661
1.2287, 42.6432
1.2287, 42.7202
1.2371, 42.7973
1.2371, 42.8742
1.2455, 42.9514
1.254, 43.0284
1.254, 43.1055
1.2624, 43.1825
1.2624, 43.2596
1.2624, 43.3366
1.2708, 43.4137
1.2708, 43.4907
1.2793, 43.5678
1.2877, 43.6448
1.2877, 43.7219
1.2961, 43.7989
1.2961, 43.876
1.3045, 43.9529
1.313, 44.0301
1.3214, 44.1072
1.3298, 44.1842
1.3298, 44.2612
1.3383, 44.3383
1.3467, 44.4154
1.3467, 44.4924
1.3551, 44.5695
1.3551, 44.6465
1.3636, 44.7236
1.3635, 44.8006
1.3719, 44.8007
1.3719, 44.8777
1.3804, 44.9548
1.3804, 45.0318
1.3888, 45.1089
1.3888, 45.1859
1.3973, 45.263
1.4057, 45.34
1.4057, 45.4171
1.4141, 45.4941
1.4141, 45.5712
1.4224, 45.6482
1.4224, 45.7252
1.431, 45.7252
1.4394, 45.8024
1.4394, 45.8794
1.4394, 45.9564
1.4478, 46.0335
1.4478, 46.1105
1.4563, 46.1876
1.4647, 46.2647
1.4647, 46.3417
1.4731, 46.4188
1.4731, 46.4958
1.4815, 46.5729
1.49, 46.5729
1.49, 46.6499
1.4984, 46.7269
1.5069, 46.7269
1.5152, 46.8041
1.5152, 46.8811
1.5237, 46.8812
1.5321, 46.9582
1.5406, 47.0352
1.549, 47.1124
1.5574, 47.1894
1.5659, 47.1895
1.5659, 47.2665
1.5743, 47.2665
1.5828, 47.3436
1.5912, 47.4207
1.5996, 47.4207
1.5996, 47.4977
1.608, 47.5748
1.6165, 47.5748
1.6249, 47.6519
1.6334, 47.729
1.6418, 47.806
1.6502, 47.8061
1.6587, 47.8831
1.6671, 47.9602
1.6755, 48.0373
1.684, 48.0373
1.6924, 48.1144
1.6924, 48.1914
1.7008, 48.1914
1.7093, 48.2685
1.7177, 48.2685
1.7177, 48.3456
1.7261, 48.4226
1.7346, 48.4227
1.7429, 48.4997
1.7513, 48.4998
1.7599, 48.4998
1.7683, 48.4998
1.7768, 48.4999
1.7852, 48.4999
1.7936, 48.4999
1.8021, 48.5
1.8105, 48.5
1.8189, 48.5
1.8274, 48.5001
1.8357, 48.5001
1.8443, 48.5001
1.8527, 48.5002
1.8611, 48.5002
1.8696, 48.5002
1.878, 48.4232
1.8864, 48.4233
1.8949, 48.4233
1.9033, 48.4233
1.9118, 48.4233
1.9202, 48.4234
1.9287, 48.4234
1.9371, 48.4234
1.9455, 48.3464
1.954, 48.3465
1.9624, 48.3465
