#DataThief /Users/mhenryde/Desktop/untitled folder/spectrum.png Monday 30-Jan-2017 8:45:41 AM
4.0684, 5.1111e-3
4.0868, 5.236e-3
4.1052, 5.2359e-3
4.1238, 5.2358e-3
4.1424, 5.3638e-3
4.1611, 5.3637e-3
4.1611, 5.4949e-3
4.1799, 5.4948e-3
4.1988, 5.4947e-3
4.2178, 5.4945e-3
4.2368, 5.6289e-3
4.256, 5.6287e-3
4.2752, 5.6286e-3
4.2945, 5.6284e-3
4.3139, 5.6283e-3
4.3334, 5.7659e-3
4.353, 5.7658e-3
4.3727, 5.7656e-3
4.3924, 5.7655e-3
4.4123, 5.7653e-3
4.4322, 5.9063e-3
4.4522, 5.9062e-3
4.4723, 5.906e-3
4.4925, 5.9059e-3
4.5128, 5.9057e-3
4.5332, 6.0501e-3
4.5537, 6.05e-3
4.5743, 6.0498e-3
4.5949, 6.0497e-3
4.6157, 6.0495e-3
4.6366, 6.1974e-3
4.6575, 6.1973e-3
4.6785, 6.1971e-3
4.6997, 6.197e-3
4.7208, 6.1968e-3
4.7423, 6.1966e-3
4.7637, 6.1965e-3
4.7852, 6.348e-3
4.8068, 6.3478e-3
4.8285, 6.3477e-3
4.8504, 6.3475e-3
4.8723, 6.3474e-3
4.8942, 6.3472e-3
4.9163, 6.5024e-3
4.9386, 6.5022e-3
4.9609, 6.5021e-3
4.9832, 6.5019e-3
5.0058, 6.6609e-3
5.0285, 6.6607e-3
5.0512, 6.6605e-3
5.074, 6.8234e-3
5.0969, 6.8232e-3
5.12, 6.8231e-3
5.1431, 6.8229e-3
5.1663, 6.8227e-3
5.1897, 6.8225e-3
5.2131, 6.9894e-3
5.2367, 6.9892e-3
5.2603, 6.989e-3
5.2841, 6.9888e-3
5.308, 6.9887e-3
5.332, 6.9885e-3
5.3561, 6.9883e-3
5.3801, 7.1592e-3
5.4046, 7.159e-3
5.429, 7.3341e-3
5.4535, 7.3339e-3
5.4781, 7.3337e-3
5.5029, 7.3335e-3
5.5278, 7.3333e-3
5.5527, 7.3331e-3
5.5777, 7.3329e-3
5.603, 7.5122e-3
5.6282, 7.512e-3
5.6538, 7.5119e-3
5.6793, 7.5117e-3
5.705, 7.5115e-3
5.7307, 7.5113e-3
5.7566, 7.5111e-3
5.7826, 7.6948e-3
5.8088, 7.6946e-3
5.835, 7.6944e-3
5.8614, 7.6942e-3
5.8879, 7.694e-3
5.9144, 7.8821e-3
5.9412, 7.8819e-3
5.968, 7.8817e-3
5.995, 8.0744e-3
6.0221, 8.0742e-3
6.0493, 8.074e-3
6.0766, 8.0738e-3
6.1041, 8.0736e-3
6.1317, 8.0734e-3
6.1594, 8.0732e-3
6.1872, 8.073e-3
6.2151, 8.0728e-3
6.2432, 8.0726e-3
6.2713, 8.0724e-3
6.2998, 8.0722e-3
6.3282, 8.072e-3
6.3568, 8.0718e-3
6.3856, 8.0716e-3
6.4144, 8.0714e-3
6.4434, 8.0711e-3
6.4725, 8.0709e-3
6.5017, 8.0707e-3
6.5311, 8.0705e-3
6.5606, 8.0703e-3
6.5903, 8.0701e-3
6.62, 8.0699e-3
6.65, 8.0697e-3
6.68, 8.0695e-3
6.7102, 8.0693e-3
6.7405, 8.0691e-3
6.771, 8.0689e-3
6.8016, 8.0687e-3
6.8323, 8.0685e-3
6.8632, 8.0683e-3
6.8942, 8.0681e-3
6.9253, 8.0679e-3
6.9566, 8.0677e-3
6.9881, 8.0675e-3
