 VARIABLES  =  "X"  "temp"  "u"  "rho"  "NC12H26" "H" "O" "OH" "HO2" "H2" "H2O" "H2O2" "O2" "CH2" "CH2S" "CH3" "CH4" "HCO" "CH2O" "CH3O" "CO" "CO2" "C2H2" "C2H3" "C2H4" "C2H5" "C2H6" "CH2CHO" "aC3H5" "C3H6" "nC3H7" "C2H3CHO" "C4H7" "C4H81" "pC4H9" "C5H9" "C5H10" "PXC5H11" "C6H12" "PXC6H13" "C7H14" "PXC7H15" "C8H16" "PXC8H17" "C9H18" "PXC9H19" "C10H20" "PXC10H21" "PXC12H25" "SXC12H25" "S3XC12H25" "C12H24" "C12H25O2" "C12OOH" "O2C12H24OOH" "OC12H23OOH" "N2"
 ZONE  I=971  FORMAT=POINT  SPECFORMAT=MOLE 
0.0 298.0 19.825867200752196 0.0012254816302155365 0.007886435331230233 4.0325463016288454e-16 5.62949630796089e-17 5.463694261617895e-19 1.1513560361400305e-16 6.258727233173673e-18 2.1013668511469575e-16 -1.6479477780639586e-16 0.2084272194682287 5.141012951760319e-22 1.7577177449137939e-16 -6.935071170168503e-16 -1.7742354055594858e-18 1.0612227145246342e-22 3.374683601005542e-16 -1.0068402461597646e-26 1.894531258430762e-16 2.5677707567115935e-18 4.953892460182574e-19 1.504118527784031e-31 4.993674032094039e-16 1.8542113688486942e-29 3.409034902543967e-16 1.2809424754400396e-29 -1.3015178202875484e-16 1.2227883898316658e-16 -1.4277757933143715e-30 -4.310098935133132e-18 1.891365891172385e-16 1.0306226669231356e-16 -6.288676678366079e-31 -3.405674616043417e-17 -5.279176047360853e-18 -9.641428921986947e-17 -5.2253394724063144e-18 -7.866566349513192e-17 -4.849761295976006e-18 -1.7382968208733385e-17 -1.0205436537746542e-17 -1.9327672114936755e-19 -4.459907565063311e-18 -6.309621524779516e-18 -4.8269365926180026e-18 -9.560044169873885e-17 7.761249832588255e-17 1.6656376994234778e-23 2.3240337812521234e-23 1.9958067331275853e-18 6.461919276726741e-17 -1.730396384149441e-19 -3.2301511279950145e-20 -2.0950116603056104e-17 0.7836863452005397
0.05 298.00000000000756 19.825867200752686 0.0012254816302155061 0.007886435331230004 3.958750622192822e-20 2.1024955032833493e-18 3.1843785531712074e-18 6.710242905196224e-16 6.347209906231131e-18 4.25526419035214e-16 -1.6479458276504496e-16 0.2084272194682278 2.9963464203685686e-21 1.5388095838254383e-22 -7.077543360636471e-16 -2.079548892234658e-18 6.185144677908218e-22 3.373179753362235e-16 -5.868242796277964e-26 3.533887910512917e-16 1.447976030222909e-17 4.963472811191964e-19 8.766613189197077e-31 4.993727014460117e-16 1.080894180393805e-28 3.482560168522067e-16 7.465852576048927e-29 -1.3015177996149137e-16 1.222796280455987e-16 -8.321364613355025e-30 -4.310059075577185e-18 1.8913658897288092e-16 1.0306303185998299e-16 -3.665036143962005e-30 -3.405674637500877e-17 -5.279020895921184e-18 -9.641428879634877e-17 -5.225186417862634e-18 -8.027188367504538e-17 -4.849607070616748e-18 -1.7382967911528258e-17 -1.02051212931268e-17 -1.9327657347051137e-19 -4.459734585274582e-18 -6.3096202214230365e-18 -4.8268162924416024e-18 -9.56004416400839e-17 9.744399731674273e-23 9.707695249918858e-23 1.3544963064852218e-22 1.9958941208432125e-18 3.766142975434532e-16 -1.8189216215614351e-22 -1.8826719823297866e-19 -2.0950106635152067e-17 0.7836863452005401
0.15 298.0000000000075 19.825867200752683 0.0012254816302155064 0.007886435331229999 1.5432734779177825e-24 3.883982188515035e-20 4.227959942187423e-20 6.710701469767182e-16 6.4150777227811275e-18 4.318240124046148e-16 -1.6479160540791555e-16 0.2084272194682278 7.44140991983248e-26 6.531861355887099e-29 -6.870780939351818e-16 -2.6647422198143923e-18 1.925446441338348e-26 3.3704232359636493e-16 -4.8275486732467964e-26 3.539410228564962e-16 1.5234056683645033e-17 5.121401210958899e-19 8.767584582985186e-31 4.99460042397383e-16 -5.427640447725523e-29 3.383659239483689e-16 7.484843758466468e-29 -1.3015176602463593e-16 1.222926359398908e-16 -8.437185248445784e-30 -4.309401892818259e-18 1.891365885112161e-16 1.030756553635217e-16 -3.8011185302115814e-30 -3.4056746535214465e-17 -5.276463240842767e-18 -9.641428195475086e-17 -5.2226633305156936e-18 -8.323845946988544e-17 -4.847064684860895e-18 -1.7382962321047124e-17 -1.0199924528844713e-17 -1.9327397301880662e-19 -4.456883030374553e-18 -6.309598495039828e-18 -4.824833210706249e-18 -9.560044093339754e-17 2.096658245437746e-25 1.2952672719900134e-24 1.8079184545853802e-24 1.9959039445727934e-18 3.829664268664053e-16 1.7038323381808085e-23 -1.5443776767567055e-19 -2.0949733368238637e-17 0.7836863452005401
0.25 298.00000000000756 19.825867200752683 0.0012254816302155061 0.007886435331229999 5.567261216320036e-29 7.104219118019405e-22 -1.4820699134691555e-21 6.710910613544675e-16 7.138228994434522e-18 4.463661360132215e-16 -1.6476019901823226e-16 0.20842721946822776 1.7972945113214443e-30 -9.370363044247285e-36 -6.517899129278601e-16 -3.143705855457713e-18 1.1444777193820093e-30 3.369568656273949e-16 -4.171320533047677e-26 3.5979215232688e-16 2.3265677796329336e-17 6.804352304632686e-19 8.76742788298015e-31 5.003907865986202e-16 -1.0518435730404249e-28 3.211916471314961e-16 7.484737034165054e-29 -1.301516354264127e-16 1.2243125368023513e-16 -8.439253993438595e-30 -4.302398657571863e-18 1.8913658824538459e-16 1.0321018654966503e-16 -3.925276875128688e-30 -3.405674667944348e-17 -5.2492077772471396e-18 -9.641420935228729e-17 -5.195776237494954e-18 -8.595729380387777e-17 -4.819971942159478e-18 -1.7382902573909426e-17 -1.014454560463667e-17 -1.9324605410556862e-19 -4.426495650840264e-18 -6.309366894114106e-18 -4.803700667070928e-18 -9.56004336377591e-17 -1.0593703229003789e-26 -1.3066013919844576e-25 -1.9126291827870994e-25 1.995989483363358e-18 3.8221772919167735e-16 1.711565547250478e-23 -1.1954419885504822e-19 -2.094552740088004e-17 0.7836863452005401
0.375 298.0000000000106 19.82586720075289 0.0012254816302154931 0.007886435331229978 -2.372630274994073e-30 1.0321330312140374e-23 -2.0585570145621052e-21 6.714016805006697e-16 1.7862080319472064e-17 6.646075368643581e-16 -1.6429468978918035e-16 0.20842721946822743 -5.672441049390141e-34 -2.823188131977183e-35 -6.191816369087323e-16 -2.5663146218510294e-18 6.53251507913407e-31 3.3949421417456755e-16 -4.06173726934494e-26 4.46560534456736e-16 1.423693134751772e-16 3.176140519416851e-18 8.76499013351807e-31 5.141931120348151e-16 -8.067410388945041e-29 3.061121521054289e-16 7.482655980542344e-29 -1.3014972139277601e-16 1.2448686332011565e-16 -8.439200982912716e-30 -4.1985452777769244e-18 1.8913659108509992e-16 1.0520520773439382e-16 -4.063722671876777e-30 -3.4056746805532187e-17 -4.8450272308883395e-18 -9.641313314060433e-17 -4.7970583854873154e-18 -8.898900157864843e-17 -4.4182044434305e-18 -1.7382016318344868e-17 -9.323312700877838e-18 -1.9283174307061774e-19 -3.975870861153954e-18 -6.305932289545128e-18 -4.490319014275485e-18 -9.560032578476893e-17 -1.345520068732248e-26 -1.4642458564144426e-25 -2.1306914294281546e-25 1.997260680551258e-18 3.812808542520134e-16 1.7073765362695573e-23 -6.19846301582947e-20 -2.0882907148855788e-17 0.7836863452005399
0.5 298.00000000005264 19.825867200755724 0.0012254816302153177 0.007886435331229657 -5.640518884515011e-31 1.4080795096888664e-25 -2.046684529698909e-21 6.754622225817781e-16 1.5802843173937922e-16 3.5211361468039468e-15 -1.5821067015707585e-16 0.20842721946822343 -1.4296159529321647e-34 -6.707569495997446e-36 -6.13094066590973e-16 1.3087030788712632e-17 6.509615285408137e-31 3.7667457338761646e-16 -4.4406645552784995e-26 1.5806687499093007e-15 1.6991162379564625e-15 3.579631629047955e-17 8.733142273084486e-31 6.945967400607794e-16 -1.9215257753641093e-29 3.1301386639932656e-16 7.455467775911592e-29 -1.301247264975914e-16 1.5135475834694366e-16 -8.438039126902121e-30 -2.841127165691469e-18 1.8913663623135258e-16 1.3128119262368532e-16 -4.1854879777303654e-30 -3.4056746895092706e-17 4.378242865790151e-19 -9.639906700033567e-17 4.143928545483633e-19 -9.165543533004459e-17 8.331072771616311e-19 -1.7370432389864015e-17 1.410631648746402e-18 -1.87416159431739e-19 1.9140312517726657e-18 -6.26104013398958e-18 -3.942566177349967e-19 -9.559891643893067e-17 -1.3368296682356996e-26 -1.4528763509627106e-25 -2.1140164171099236e-25 2.0138792687476005e-18 3.8164091093414464e-16 1.708988870415302e-23 1.807441656053243e-19 -2.0064284474255066e-17 0.7836863452005384
0.75 298.0000000016604 19.825867200864337 0.0012254816302086043 0.007886435331217278 3.3085652775063115e-30 4.1287855701137485e-26 -2.3507611454521647e-21 8.306251569511957e-16 5.514005041893259e-15 1.126855127249651e-13 7.426700741546957e-17 0.2084272194680691 8.402714956763305e-34 3.943417112108171e-35 -7.071809060690226e-16 6.353065422621862e-16 5.611998476785435e-31 1.809323787666657e-15 -6.406046359709838e-26 4.491672635445003e-14 6.11848632659991e-14 1.2822645079648519e-15 7.526607419539172e-31 7.588102948572231e-15 1.1233004183323552e-28 7.220855047321674e-16 6.425484287651603e-29 -1.291696918270108e-16 1.1780192595525734e-15 -8.393388877096163e-30 4.902795264304781e-17 1.8913838694098424e-16 1.1276855991100093e-15 -4.363029735231281e-30 -3.4056746971903204e-17 2.0230388490761785e-16 -9.586157925116889e-17 1.9955213664695732e-16 -9.554325992860137e-17 2.0149398269100696e-16 -1.692779206400925e-17 4.115715180061353e-16 1.9522767621876217e-20 2.26976449378796e-16 -4.5456400721065e-18 1.5612272611444603e-16 -9.55450641783456e-17 -1.537961071599476e-26 -1.6734795541228537e-25 -2.4352230297003467e-25 2.648911697537408e-18 4.329359577653771e-16 1.9386886362505848e-23 7.927216344790179e-18 1.1215322834307284e-17 0.7836863452004731
0.8750000000000001 298.0000000170141 19.825867201901563 0.0012254816301444911 0.007886435331098984 5.07153117778712e-30 6.033888873631159e-26 -2.4860939107041527e-21 2.2099090682515105e-15 5.66790763630289e-14 1.1555279688673719e-12 2.346586230597404e-15 0.20842721946659504 1.2906378594239533e-33 6.05806646169125e-35 -7.738890682031273e-16 6.593191025134744e-15 -2.4813688733796013e-31 1.5502148412768012e-14 -1.3655414198128134e-25 4.589014465405563e-13 6.294458380735963e-13 1.3189641737885679e-14 -3.329160193490536e-31 7.344102997018619e-14 1.7224273062138327e-28 4.20347234534236e-15 -2.830346356659407e-29 -1.2004638575733717e-16 1.0985635358675652e-14 -7.968524989276318e-30 5.445277207018968e-16 1.8915512898319048e-16 1.0646230274370683e-14 -4.364933769470759e-30 -3.405674705942959e-17 2.1307087569952506e-15 -9.072701714228479e-17 2.1018936900757997e-15 -9.558493305359021e-17 2.118385849486344e-15 -1.2699296642844414e-17 4.329794567293872e-15 1.9963886606335554e-18 2.3769736421049067e-15 1.1841393039521686e-17 1.6513127106917566e-15 -9.503061976619346e-17 -1.648169969060091e-26 -1.8107707616040115e-25 -2.636920894207815e-25 8.715314297790814e-18 9.44557087774999e-16 4.2297307420321265e-23 8.108816874618583e-17 3.0999860733731106e-16 0.7836863451998506
1.0 298.00000021769006 19.825867215458302 0.0012254816293065182 0.007886435329552811 6.60981965484604e-30 8.503800912803874e-26 -1.4020908666783055e-21 2.0174714248696782e-14 7.254333668480823e-13 1.478603010543946e-11 3.2078567178038724e-14 0.20842721944732812 1.699464136715618e-33 7.984177422575841e-35 -7.893233319367924e-16 8.447599500911444e-14 9.992861496175237e-31 1.9447956009875402e-13 -9.766852733062587e-25 5.8698986497672725e-12 8.056914523398069e-12 1.6882530109239829e-13 1.3336126178188542e-30 9.341732902751507e-13 2.2465574347826713e-28 4.9271208503953116e-14 1.3393987832206384e-28 -8.000504415480299e-19 1.3917631654843529e-13 -2.4186980675869702e-30 7.020969310025706e-15 1.8937398706410648e-16 1.3505859650701926e-13 -3.43393830292733e-30 -3.405674664496241e-17 2.733597083732993e-14 -2.3615600601571998e-17 2.696649453947153e-14 -7.519765352921692e-17 2.7173166918330026e-14 4.2569353860368013e-17 5.554302280375649e-14 2.783506201137474e-17 3.0478563458143504e-14 2.2602850217583844e-16 2.1194229225095705e-14 -8.830656209976665e-17 -1.2236452458027409e-26 -1.5769939854225577e-25 -2.3219219111355744e-25 8.800637899277399e-17 7.64793556492104e-15 3.4247492783706375e-22 1.0362652847445907e-15 4.21506544805327e-15 0.7836863451917148
1.125 298.0000028406229 19.825867392651606 0.0012254816183538005 0.007886435309343496 8.77249678648698e-30 3.8982117056514865e-24 1.6509408926817554e-20 2.549263327039069e-13 9.466402279540401e-12 1.9294383627866701e-10 4.2072002417815654e-13 0.20842721919549959 2.1909623051749368e-33 1.0342926944800023e-34 1.3022960404534806e-16 1.1024553772961596e-12 2.0393658937801736e-27 2.5338132103951322e-12 7.039052914262734e-24 7.659446672063499e-11 1.0513782122133837e-10 2.2030649007190196e-12 2.733859240052055e-27 1.218439483879312e-11 2.7080183958830703e-28 6.377617588342862e-13 2.368210506128709e-25 1.5578117081374137e-15 1.8146956741335076e-12 7.54906774716546e-29 9.167145365472897e-14 1.9223487167222092e-16 1.7611933982973915e-12 9.524283499479495e-30 -3.405673966919175e-17 3.567819503476255e-13 8.535657703873612e-16 3.519598533013654e-13 2.0856564572214857e-16 3.5465228077691283e-13 7.649595696429464e-16 7.249267446024574e-13 3.6556005902735344e-16 3.977810637548842e-13 3.025566223471157e-15 2.766303858917306e-13 -4.1960623586611315e-19 6.770455355814181e-26 4.136245067273877e-25 5.662272418448516e-25 1.1243821359009363e-15 9.528786590386469e-14 4.266996554236573e-21 1.3513104322896262e-14 5.5253941980602316e-14 0.7836863450853748
